id,name,brewery_type,address_1,address_2,address_3,city,state_province,postal_code,country,phone,website_url,longitude,latitude
,Maclean's Ales,micro,292 10th St,,,Hanover,Ontario,N4N 1P4,Canada,,http://macleansales.ca,,
,Neustadt Springs Brewery,micro,456 Jacob St,,,Neustadt,Ontario,N0G 2M0,Canada,5199993999,http://www.neustadtsprings.com,,
,Northwinds Brewery,micro,315 1st St,,,Collingwood,Ontario,L9Y 1B3,Canada,,http://northwindsbrewery.com,,
,Side Launch Brewing Company,micro,11 Townsend Terrace,,,Collingwood,Ontario,L9Y 0G2,Canada,7054451099,https://www.sidelaunchbrewing.com,,
,Thornbury Village Craft Brewery,brewpub,41 Bruce St S,,,Thornbury,Ontario,N0H 2P0,Canada,5195994278,http://thornburycraft.com,,
,Arch Brewing Co.,micro,13355 Yonge St,,,Richmond Hill,Ontario,L4E 3L8,Canada,,http://www.archbrewing.ca,,
,Lake Wilcox Brewing Co.,micro,55 Lake Dr S,,,Richmond Hill,Ontario,L4E 3B6,Canada,,http://www.lakewilcoxbrewing.com,,
,Market Brewing Company,micro,3091 Major Mackenzie Dr W,,,Vaughan,Ontario,L6A 0Y8,Canada,,https://marketbrewingco.com,,
,Anderson Craft Ales,micro,1030 Elias St,,,London,Ontario,N5W 5J7,Canada,,http://andersoncraftales.ca,,
,Forked River Brewing Company,micro,10 King St,,,London,Ontario,N6A 5T7,Canada,5199856630,http://www.forkedriverbrewing.com,,
,London Brewing Co-Op,micro,521 Adelaide St N,,,London,Ontario,N6B 3H4,Canada,,http://londonbrewing.ca,,
,Railway City Brewing,micro,130 Edward St,,,St. Thomas,Ontario,N5P 1Y9,Canada,5196318768,http://www.railwaycitybrewing.com,,
,Storm Stayed Brewing,micro,234 Wharncliffe Rd N,,,London,Ontario,N6H 2B5,Canada,,https://www.stormstayed.com,,
,Toboggan Brewing Co.,brewpub,585 Richmond St,,,London,Ontario,N6A 3G2,Canada,5196708282,http://www.tobogganbrewing.com,,
,Mash Paddle Brewing Co.,micro,14 Main St E,,,Delhi,Ontario,N4B 2L7,Canada,,http://mashpaddlebrewing.com,,
,New Limburg Brewing Co.,micro,298 Jarvis St,,,New Hamburg,Ontario,N3A 2H3,Canada,,http://newlimburg.com,,
,Ramblin' Road Brewery Farm,micro,1080 Concession Rd 6,,,La Salette,Ontario,N0E 1H0,Canada,5198826161,http://www.ramblinroad.ca,,
,Upper Thames Brewing Company,micro,225 Dundas St,,,Woodstock,Ontario,N4S 1A9,Canada,,http://upperthamesbrewing.ca,,
,Barnstormer Brewing Co.,brewpub,28 Dunlop St E,,,Barrie,Ontario,L4M 1A4,Canada,7057353756,https://www.barnstormerbrewing.com,,
,Flying Monkeys Craft Brewery,micro,107 Dunlop St E,,,Barrie,Ontario,L4M 1A6,Canada,7057392739,http://www.flyingmonkeys.ca,,
,Redline Brewhouse,brewpub,344 Huronia Rd,,,Barrie,Ontario,L4N 9A3,Canada,7053216226,http://www.redlinebrewhouse.com,,
,Beyond the Pale Brewing Company,micro,403 Churchill Ave N,,,Ottawa,Ontario,K1Z 5C2,Canada,6132803822,http://beyondthepale.ca,,
,Bicycle Craft Brewery,micro,1840 St Joseph Blvd,,,Ottawa,Ontario,K1C 7E6,Canada,,http://www.bicyclecraftbrewery.ca,,
,Big Rig Brewery,brewpub,2750 Iris St,,,Ottawa,Ontario,K2C 1E5,Canada,6137260100,http://bigrigbrewery.com,,
,Broadhead Brewing Co.,micro,1121 Cyrville Rd,,,Ottawa,Ontario,K1J 7S3,Canada,,http://broadheadbeer.com,,
,Dominion City Brewing Co.,micro,5510 Canotek Rd,,,Ottawa,Ontario,K1J 9J5,Canada,6135686474,http://www.dominioncity.ca,,
,Kichesippi Beer Co.,micro,986 Baker St,,,Ottawa,Ontario,K1G 4L6,Canada,6137444777,https://www.kbeer.ca,,
,Nita Beer Co.,micro,6 Antares Dr,,,Ottawa,Ontario,K2E 8A9,Canada,,https://nitabeer.com,,
,Tooth and Nail Brewing Co.,micro,505 Ottawa St,,,Ottawa,Ontario,K1Z 5A8,Canada,,https://toothandnailbeer.com,,
,Whiprsnapr Brewing Co.,micro,1425 Clyde Ave,,,Ottawa,Ontario,K2G 3H7,Canada,,https://whiprsnaprbrewingco.com,,
,Exchange Brewery,micro,7 Queen St,,,Niagara-on-the-Lake,Ontario,L0S 1J0,Canada,9056844440,http://exchangebrewery.com,,
,Lock Street Brewing Co.,micro,10 Lock St,,,Thorold,Ontario,L2V 1X5,Canada,,http://www.carouselale.com,,
,Niagara Brewing Company,brewpub,4915 Clifton Hill,,,Niagara Falls,Ontario,L2G 3N5,Canada,9053741500,https://niagarabrewingcompany.com,,
,Niagara College Teaching Brewery,micro,135 Taylor Rd,,,Niagara-on-the-Lake,Ontario,L0S 1J0,Canada,9056417777,https://www.ncteachingbrewery.ca,,
,Niagara Oast House Brewers,micro,2017 Niagara Stone Rd,,,Niagara-on-the-Lake,Ontario,L0S 1J0,Canada,9056825388,https://oasthousebrewers.com,,
,Silversmith Brewing Company,micro,1523 Niagara Stone Rd,,,Virgil,Ontario,L0S 1T0,Canada,9054682337,http://www.silversmithbrewing.com,,
,Clifford Brewing Co.,micro,330 Burlington St E,,,Hamilton,Ontario,L8L 4H8,Canada,9055232337,http://www.cliffordbrewing.com,,
,Collective Arts Brewing,micro,207 Burlington St E,,,Hamilton,Ontario,L8L 4H7,Canada,9055404278,https://collectiveartsbrewing.com,,
,Fairweather Brewing,micro,1 Hess St S,,,Hamilton,Ontario,L8P 3M7,Canada,,http://fairweatherbrewing.com,,
,Grain and Grit Beer Co.,micro,10 George St,,,Hamilton,Ontario,L8P 1C8,Canada,,http://www.grainandgritbeer.com,,
,Merit Brewing,brewpub,1 James St S,,,Hamilton,Ontario,L8P 4R5,Canada,9053128978,http://www.meritbrewing.ca,,
,Shawn & Ed Brewing Co.,micro,1 Barton St E,,,Hamilton,Ontario,L8L 2V6,Canada,,http://lagershed.com,,
,Cowbell Brewing Co.,micro,40 Blyth St,,,Blyth,Ontario,N0M 1H0,Canada,5195239121,https://cowbellbrewing.com,,
,Half Hours on Earth Brewery,micro,97 Albert St,,,Wingham,Ontario,N0G 2W0,Canada,,https://www.halfhoursonearth.com,,
,Outlaw Brew Co.,micro,739 Turnberry St,,,Brussels,Ontario,N0G 1H0,Canada,,https://outlawbrewco.com,,
,Tobermory Brewing Co.,brewpub,22 Bay St,,,Tobermory,Ontario,N0H 2R0,Canada,5195962526,http://tobermorybrewingco.ca,,
,All or Nothing Brewhouse,brewpub,165 Lakeshore Rd E,,,Oakville,Ontario,L6J 1H3,Canada,,http://allornothing.beer,,
,Cameron's Brewing Company,micro,1165 Invicta Dr,,,Oakville,Ontario,L6H 4M1,Canada,9058450911,https://www.cameronsbrewing.com,,
,Crooked Mile Brewing Co.,micro,5010 Timberlea Blvd,,,Mississauga,Ontario,L4W 2S7,Canada,,http://crookedmile.ca,,
,GoodLot Farmstead Brewing,micro,4074 Eighteenth Line,,,Orangeville,Ontario,L9W 2Z3,Canada,,http://www.goodlot.beer,,
,Nickel Brook Brewing Co.,micro,8 Brant St,,,Burlington,Ontario,L7R 2G8,Canada,9053331144,https://nickelbrook.com,,
,Old Credit Brewing Co.,brewpub,56 Lakeshore Rd W,,,Port Credit,Ontario,L5H 1E6,Canada,9052742739,http://www.oldcreditbrewing.com,,
,Elora Brewing Company,brewpub,0 Metcalfe St,,,Elora,Ontario,N0B 1S0,Canada,5198468383,http://elorabrewingcompany.ca,,
,Fixed Gear Brewing Co.,micro,400 Woolwich St,,,Guelph,Ontario,N1H 3W9,Canada,,https://www.fixedgearbrewing.com,,
,Hockley Valley Brewing Co.,micro,793522 3rd Line E,,,Orangeville,Ontario,L9W 0M7,Canada,5194417111,http://www.hockleybeer.ca,,
,Royal City Brewing Co.,micro,1 Printing Press Pl,,,Guelph,Ontario,N1H 0A6,Canada,5194219676,http://www.royalcitybrew.ca,,
,StoneHammer Brewing,micro,50 Wellington St E,,,Guelph,Ontario,N1H 2L5,Canada,,https://stonehammer.ca,,
,Wellington Brewery,micro,950 Woodlawn Rd W,,,Guelph,Ontario,N1K 1B8,Canada,5198365000,https://www.wellingtonbrewery.ca,,
,Calabogie Brewing Co.,brewpub,574 Mill St,,,Calabogie,Ontario,K0J 1H0,Canada,6137523478,http://calabogiebrewingco.ca,,
,Perth Brewery,micro,134 Sherbrooke St E,,,Perth,Ontario,K7H 1B5,Canada,6132673830,http://perthbrewery.ca,,
,Whitewater Brewing Company,micro,17 Antrim St,,,Cobden,Ontario,K0J 1K0,Canada,6136462337,http://whitewaterbeer.ca,,
,Bayside Brewing Co.,micro,225 Christina St N,,,Sarnia,Ontario,N7T 5T7,Canada,,http://baysidebrewing.com,,
,Refined Fool Brewing Company,micro,517 Christina St N,,,Sarnia,Ontario,N7T 5W6,Canada,5197720900,https://www.refinedfool.com,,
,Sons of Kent Brewing Co.,micro,180 Wellington St W,,,Chatham,Ontario,N7M 1J9,Canada,5193514311,https://sonsofkent.com,,
,Walkerville Brewery,micro,525 Argyle Rd,,,Windsor,Ontario,N8Y 3C2,Canada,5192545171,http://walkervillebrewery.com,,
,5 Paddles Brewing Company,micro,1 Industrial Blvd,,,Whitby,Ontario,L1N 9L5,Canada,9054445050,http://5paddlesbrewing.com,,
,Brock Street Brewing Company,micro,1 Industrial Blvd Unit 7,,,Whitby,Ontario,L1N 9L5,Canada,,http://www.brockstreetbrewing.com,,
,Manantler Craft Brewing Company,micro,36 Maitland St,,,Bowmanville,Ontario,L1C 1V1,Canada,,https://www.manantler.com,,
,Old Flame Brewing Company,brewpub,20 King St E,,,Port Perry,Ontario,L9L 1B7,Canada,9059855554,http://www.oldflamebrewingco.ca,,
,The Second Wedge Brewing Company,micro,36 King St E,,,Uxbridge,Ontario,L9P 1A3,Canada,9056499555,https://thesecondwedge.ca,,
,Bad Apple Brewing Co.,micro,190 Manitoba St,,,Bracebridge,Ontario,P1L 2E3,Canada,,http://badapplebrewingco.ca,,
,Boshkung Brewing Co.,micro,1012 Loop Rd,,,Algonquin Highlands,Ontario,K0M 1J1,Canada,7053585855,http://boshkungbrewing.com,,
,Clear Lake Brewing Co.,micro,26 Quebec St,,,Bracebridge,Ontario,P1L 1Y7,Canada,,http://clearlakebrewing.co,,
,Lake of Bays Brewing Company,micro,1076 Heritage Rd,,,Baysville,Ontario,P0B 1A0,Canada,7053624592,http://lakeofbaysbrewing.ca,,
,Muskoka Brewery,micro,1964 Muskoka Beach Rd,,,Bracebridge,Ontario,P1L 1W9,Canada,7056457337,https://muskokabrewery.com,,
,Sawdust City Brewing Company,micro,201 Minerva Ave,,,Gravenhurst,Ontario,P1P 1H7,Canada,7056874065,https://www.sawdustcitybrewing.com,,
,Bobcaygeon Brewing Company,micro,26 King St E,,,Bobcaygeon,Ontario,K0M 1A0,Canada,,http://bobcaygeonbrewing.ca,,
,Church Key Brewing,micro,1678 Glanmire Rd,,,Campbellford,Ontario,K0L 1L0,Canada,7054572561,http://www.churchkeybrewing.com,,
,Publican House Brewery,brewpub,390 Ashburnham Dr,,,Peterborough,Ontario,K9J 6X7,Canada,7057499916,http://www.publicanhouse.com,,
,The Olde Stone Brewing Company,brewpub,380 George St N,,,Peterborough,Ontario,K9H 3R1,Canada,7059487390,http://www.oldestone.ca,,
,William Street Beer Co.,micro,408 William St,,,Cobourg,Ontario,K9A 3C3,Canada,,http://williamstreetbeer.com,,
,King's Town Beer Co.,micro,732 Arlington Park Pl,,,Kingston,Ontario,K7M 8L6,Canada,,http://kingstownbeerco.ca,,
,Kingston Brewing Company,brewpub,34 Clarence St,,,Kingston,Ontario,K7L 1W9,Canada,6135424978,https://www.kingstonbrewing.ca,,
,MacKinnon Brothers Brewing,micro,285 Gum Thicket Rd,,,Bath,Ontario,K0H 1G0,Canada,6133523822,http://www.mackinnonbrewing.com,,
,Stone City Ales,micro,1 Brick Market Pl,,,Kingston,Ontario,K7K 1A8,Canada,,https://stonecityales.com,,
,Abe Erb Brewery,brewpub,41 King William St,,,Kitchener,Ontario,N2G 1A1,Canada,5197420009,http://abeerb.com,,
,Block Three Brewing Company,micro,100 Victoria St N,,,Kitchener,Ontario,N2H 2A9,Canada,,https://www.blockthreebrewing.com,,
,Descendants Beer Co.,micro,44 Victoria St N,,,Kitchener,Ontario,N2H 5C4,Canada,,https://www.descendantsbeer.com,,
,Grand River Brewing,micro,37 Wellington St N,,,Cambridge,Ontario,N1R 3B1,Canada,5196232462,http://grandriverbrewing.com,,
,TWB Co-operative Brewing,micro,400 King St W,,,Kitchener,Ontario,N2G 1C7,Canada,,http://brewing.coop,,
,Beau's All Natural Brewing Co.,micro,10 Terry Fox Dr,,,Vankleek Hill,Ontario,K0B 1R0,Canada,6136785444,https://beaus.ca,,
,Cassel Brewery,micro,250 Casselholme Dr,,,North Bay,Ontario,P1B 4N2,Canada,,http://casselbrewery.ca,,
,Gananoque Brewing Company,micro,185 Mill St,,,Gananoque,Ontario,K7G 2H5,Canada,,http://www.ganbeer.com,,
,Windmill Brewery,micro,403 Highway 43,,,Kemptville,Ontario,K0G 1J0,Canada,,http://www.windmillbrewery.ca,,
,Brew Windsor,micro,683 Ouellette Ave,,,Windsor,Ontario,N9A 1C3,Canada,,http://brewwindsor.com,,
,FRANK Brewing Co.,micro,1604 Lesperance Rd,,,Tecumseh,Ontario,N8N 1Y3,Canada,,http://frankbeer.ca,,
,Motor Craft Ales,micro,585 Janette Ave,,,Windsor,Ontario,N9A 4Z3,Canada,,http://thisismotor.com,,
,Full Beard Brewing Co.,micro,285 Third Ave,,,Timmins,Ontario,P4N 1E3,Canada,,https://fullbeardbrewing.com,,
,Lake of the Woods Brewing Company,micro,300 2nd St S,,,Kenora,Ontario,P9N 1G5,Canada,8074674256,https://www.lowbrewco.com,,
,New Ontario Brewing Co.,micro,33 Main St E,,,North Bay,Ontario,P1B 1A8,Canada,7054944444,https://www.newontariobrewing.com,,
,Northern Superior Brewing Co.,micro,1431 Barton St,,,Thunder Bay,Ontario,P7B 5N3,Canada,,http://northernsuperior.org,,
,Outspoken Brewing Co.,micro,140 Syndicate Ave N,,,Thunder Bay,Ontario,P7C 3V7,Canada,,https://www.outspokenbrewing.com,,
,Sleeping Giant Brewing Co.,micro,411 Memorial Ave,,,Thunder Bay,Ontario,P7B 3Y6,Canada,,https://sleepinggiantbrewing.ca,,
,Stack Brewing,micro,830 Douglas St,,,Sudbury,Ontario,P3E 1K2,Canada,7056746337,https://stackbrewing.ca,,
