id,name,brewery_type,address_1,address_2,address_3,city,state_province,postal_code,country,phone,website_url,longitude,latitude
521d25b4-b11d-4901-be70-12ca5ea95ffc,New Limburg Brewing Co.,micro,298 Jarvis St,,,New Hamburg,Ontario,N3A 2H3,Canada,,http://newlimburg.com,,
90fc046e-fffe-41b7-97cb-4d1f6a975459,New Ontario Brewing Co.,micro,33 Main St E,,,North Bay,Ontario,P1B 1A8,Canada,7054944444,https://www.newontariobrewing.com,,
3002cf34-9c35-45c9-bcf1-66a22d4382e0,Niagara Brewing Company,brewpub,4915 Clifton Hill,,,Niagara Falls,Ontario,L2G 3N5,Canada,9053741500,https://niagarabrewingcompany.com,,
6383b293-d0ae-4b14-8e4d-c3564458cc72,Niagara College Teaching Brewery,micro,135 Taylor Rd,,,Niagara-on-the-Lake,Ontario,L0S 1J0,Canada,9056417777,https://www.ncteachingbrewery.ca,,
6f34181b-371f-4215-a66c-0a0d4e827428,Niagara Oast House Brewers,micro,2017 Niagara Stone Rd,,,Niagara-on-the-Lake,Ontario,L0S 1J0,Canada,9056825388,https://oasthousebrewers.com,,
4f767baa-9757-4f1c-a6e2-fa15f9e74985,Nickel Brook Brewing Co.,micro,8 Brant St,,,Burlington,Ontario,L7R 2G8,Canada,9053331144,https://nickelbrook.com,,
f600779a-385a-4dff-99ec-55d2ac5dac10,Nita Beer Co.,micro,6 Antares Dr,,,Ottawa,Ontario,K2E 8A9,Canada,,https://nitabeer.com,,
26d0fcab-613c-428e-ae5f-52577152495d,Northern Superior Brewing Co.,micro,1431 Barton St,,,Thunder Bay,Ontario,P7B 5N3,Canada,,http://northernsuperior.org,,
d67450ad-0da8-4ab5-b8d1-3ada8824bfeb,Northwinds Brewery,micro,315 1st St,,,Collingwood,Ontario,L9Y 1B3,Canada,,http://northwindsbrewery.com,,
6400c947-79cf-40dc-b468-8fc5860e0f33,Old Credit Brewing Co.,brewpub,56 Lakeshore Rd W,,,Port Credit,Ontario,L5H 1E6,Canada,9052742739,http://www.oldcreditbrewing.com,,
7011c459-794e-4a97-9dbe-be7ba151b0c3,Old Flame Brewing Company,brewpub,20 King St E,,,Port Perry,Ontario,L9L 1B7,Canada,9059855554,http://www.oldflamebrewingco.ca,,
7e5456df-e948-4022-bdc1-a34084961ad5,Outlaw Brew Co.,micro,739 Turnberry St,,,Brussels,Ontario,N0G 1H0,Canada,,https://outlawbrewco.com,,
88a53bd9-a98d-401c-bbc0-513da853bcb7,Outspoken Brewing Co.,micro,140 Syndicate Ave N,,,Thunder Bay,Ontario,P7C 3V7,Canada,,https://www.outspokenbrewing.com,,
a85cdf02-459e-427f-af57-0c6273baf012,Parsons Brewing Company,micro,2274 County Rd 5,,,Bloomfield,Ontario,K0K 1G0,Canada,,https://www.parsonsbrewing.com,,
25f00ae1-f0fb-46d5-a0f5-454ddfe50a62,Perth Brewery,micro,134 Sherbrooke St E,,,Perth,Ontario,K7H 1B5,Canada,6132673830,http://perthbrewery.ca,,
7ee6d1d3-f769-40a8-903d-b29ee404b4fa,Prince Eddy's Brewing Co.,brewpub,7 King St,,,Picton,Ontario,K0K 2T0,Canada,,http://www.princeeddys.com,,
fd0777d1-706e-4813-8287-bd4441b82f3d,Publican House Brewery,brewpub,390 Ashburnham Dr,,,Peterborough,Ontario,K9J 6X7,Canada,7057499916,http://www.publicanhouse.com,,
0f06f8b3-5265-4754-baf6-d6515d70f45b,Radical Road Brewing,brewpub,1310 Queen St E,,,Toronto,Ontario,M4L 1C5,Canada,,https://www.radicalroadbrew.com,,
3b00e5fa-6938-40c3-aeac-3ac0dcf12441,Railway City Brewing,micro,130 Edward St,,,St. Thomas,Ontario,N5P 1Y9,Canada,5196318768,http://www.railwaycitybrewing.com,,
6d64eb95-f41c-47a0-9de8-c5043ca1cf30,Rainhard Brewing Co.,micro,100 Symes Rd,,,Toronto,Ontario,M6N 3T4,Canada,,http://rainhardbrewing.com,,
a011e909-7e76-4913-b046-39f5e1fd616b,Ramblin' Road Brewery Farm,micro,1080 Concession Rd 6,,,La Salette,Ontario,N0E 1H0,Canada,5198826161,http://www.ramblinroad.ca,,
9f86a148-5d72-441b-bfa6-dd2d7ece5bf1,Redline Brewhouse,brewpub,344 Huronia Rd,,,Barrie,Ontario,L4N 9A3,Canada,7053216226,http://www.redlinebrewhouse.com,,
ca48acd2-e532-4e87-b76a-07448813b989,Refined Fool Brewing Company,micro,517 Christina St N,,,Sarnia,Ontario,N7T 5W6,Canada,5197720900,https://www.refinedfool.com,,
a2bfd6c4-6379-40d9-b37f-7b8f7c3afe0e,Rorschach Brewing Co.,micro,1001 Eastern Ave,,,Toronto,Ontario,M4L 1B2,Canada,,https://www.rorschachbrewing.com,,
1d00f902-7806-48e9-9459-fc69c4a0ad29,Royal City Brewing Co.,micro,1 Printing Press Pl,,,Guelph,Ontario,N1H 0A6,Canada,5194219676,http://www.royalcitybrew.ca,,
178ed2f5-27e8-493d-95de-cecce2767793,Sawdust City Brewing Company,micro,201 Minerva Ave,,,Gravenhurst,Ontario,P1P 1H7,Canada,7056874065,https://www.sawdustcitybrewing.com,,
36cc6516-ac08-47ae-934d-c61c7ff743fa,Shawn & Ed Brewing Co.,micro,1 Barton St E,,,Hamilton,Ontario,L8L 2V6,Canada,,http://lagershed.com,,
abcecd97-2bfd-4f01-8007-8a5aefc62810,Side Launch Brewing Company,micro,11 Townsend Terrace,,,Collingwood,Ontario,L9Y 0G2,Canada,7054451099,https://www.sidelaunchbrewing.com,,
0741b847-a106-4852-841f-01ca01f26a5a,Signal Brewing,micro,202 Barker St,,,Wellington,Ontario,K0K 3L0,Canada,,https://signal.beer,,
9853cc8e-beeb-4b27-92ce-c14d20ec13c0,Silversmith Brewing Company,micro,1523 Niagara Stone Rd,,,Virgil,Ontario,L0S 1T0,Canada,9054682337,http://www.silversmithbrewing.com,,
96081b26-e2e2-4d7f-a350-83f6633f0e84,Sleeping Giant Brewing Co.,micro,411 Memorial Ave,,,Thunder Bay,Ontario,P7B 3Y6,Canada,,https://sleepinggiantbrewing.ca,,
84a10d5e-6708-46ad-ad30-a228e1e00303,Sons of Kent Brewing Co.,micro,180 Wellington St W,,,Chatham,Ontario,N7M 1J9,Canada,5193514311,https://sonsofkent.com,,
e7be1d79-f04a-43b2-af63-6479379e925d,Stack Brewing,micro,830 Douglas St,,,Sudbury,Ontario,P3E 1K2,Canada,7056746337,https://stackbrewing.ca,,
267c50ff-4b36-4aad-afa7-b2d30c517b2a,Steam Whistle Brewing,micro,255 Bremner Blvd,,,Toronto,Ontario,M5V 3M9,Canada,4163622337,https://steamwhistle.ca,,
6b7a8483-79a1-4345-9499-409ed6197f8a,Stone City Ales,micro,1 Brick Market Pl,,,Kingston,Ontario,K7K 1A8,Canada,,https://stonecityales.com,,
fb64e03b-61c0-444d-a1b4-f5422776c793,StoneHammer Brewing,micro,50 Wellington St E,,,Guelph,Ontario,N1H 2L5,Canada,,https://stonehammer.ca,,
6323fb83-589a-4fd6-819c-74bc9ea9cf42,Storm Stayed Brewing,micro,234 Wharncliffe Rd N,,,London,Ontario,N6H 2B5,Canada,,https://www.stormstayed.com,,
eb206df9-b5a1-4dc7-8604-58e05543e4f2,The Collingwood Brewery,micro,229 Hurontario St,,,Collingwood,Ontario,L9Y 2M4,Canada,7054450311,http://www.thecollingwoodbrewery.com,,
037e4e03-11bb-41a3-8e94-b254b308d3d6,The Olde Stone Brewing Company,brewpub,380 George St N,,,Peterborough,Ontario,K9H 3R1,Canada,7059487390,http://www.oldestone.ca,,
7a1d686e-58c6-4513-aa45-707f85a99852,The Second Wedge Brewing Company,micro,36 King St E,,,Uxbridge,Ontario,L9P 1A3,Canada,9056499555,https://thesecondwedge.ca,,
ee3418bb-da0f-4cdf-a1ad-ac794fdf9a9d,Thornbury Village Craft Brewery,brewpub,41 Bruce St S,,,Thornbury,Ontario,N0H 2P0,Canada,5195994278,http://thornburycraft.com,,
85d07bba-17d1-4356-b88a-a0474a79821f,Tobermory Brewing Co.,brewpub,22 Bay St,,,Tobermory,Ontario,N0H 2R0,Canada,5195962526,http://tobermorybrewingco.ca,,
5f36f1a4-36a0-4ab4-acb3-9749149cf075,Toboggan Brewing Co.,brewpub,585 Richmond St,,,London,Ontario,N6A 3G2,Canada,5196708282,http://www.tobogganbrewing.com,,
017134c2-b1c5-44a7-8bf3-63a1a531064d,Tooth and Nail Brewing Co.,micro,505 Ottawa St,,,Ottawa,Ontario,K1Z 5A8,Canada,,https://toothandnailbeer.com,,
fbb8cf72-c358-4255-b9fd-5732ba40dff4,TWB Co-operative Brewing,micro,400 King St W,,,Kitchener,Ontario,N2G 1C7,Canada,,http://brewing.coop,,
1ed7ba6d-3a58-414e-bc9c-8226e149928c,Upper Thames Brewing Company,micro,225 Dundas St,,,Woodstock,Ontario,N4S 1A9,Canada,,http://upperthamesbrewing.ca,,
6259c7e3-1765-4330-a8e9-c7041e2475f8,Walkerville Brewery,micro,525 Argyle Rd,,,Windsor,Ontario,N8Y 3C2,Canada,5192545171,http://walkervillebrewery.com,,
0ec7730f-a038-448f-847a-a29b723991f8,Wellington Brewery,micro,950 Woodlawn Rd W,,,Guelph,Ontario,N1K 1B8,Canada,5198365000,https://www.wellingtonbrewery.ca,,
fb44eace-72b1-4971-a8f7-8870caca3e30,Whiprsnapr Brewing Co.,micro,1425 Clyde Ave,,,Ottawa,Ontario,K2G 3H7,Canada,,https://whiprsnaprbrewingco.com,,
c9c1e5c4-c436-4dc5-a336-3fcfab3f558a,Whitewater Brewing Company,micro,17 Antrim St,,,Cobden,Ontario,K0J 1K0,Canada,6136462337,http://whitewaterbeer.ca,,
88d3013f-a2b2-475c-82fe-8b493e3b371c,William Street Beer Co.,micro,408 William St,,,Cobourg,Ontario,K9A 3C3,Canada,,http://williamstreetbeer.com,,
bfe98f52-7a01-40bf-a0ca-8420877000c4,Windmill Brewery,micro,403 Highway 43,,,Kemptville,Ontario,K0G 1J0,Canada,,http://www.windmillbrewery.ca,,
